formula,chemical_compound_name,Cp_298_J_per_molK,calculation_method,comment,smiles,pubchem_cid,pubchem_matched_name,lookup_status,smiles_found
C6H13N,cyclohexylamine,127.919,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,NC1CCCCC1,7965.0,cyclohexanamine,ok,True
C6H12O,cyclohexanol,124.649,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,OC1CCCCC1,7966.0,cyclohexanol,ok,True
C6H10O,cyclohexanone,113.996,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,O=C1CCCCC1,7967.0,cyclohexanone,ok,True
C6H6O,phenol,101.671,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,Oc1ccccc1,996.0,phenol,ok,True
C6H7N,3-methylpyridine,102.614,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,Cc1cccnc1,7970.0,3-methylpyridine,ok,True
C6H7N,2-methylpyridine,102.863,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,Cc1ccccn1,7975.0,2-methylpyridine,ok,True
C5H10O2,pentanoic acid,130.099,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,CCCCC(=O)O,7991.0,pentanoic acid,ok,True
C5H10O2,propyl ethanoate,131.996,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,CCCOC(C)=O,7997.0,propyl acetate,ok,True
C5H10O,cyclopentanol,105.962,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,OC1CCCC1,7298.0,cyclopentanol,ok,True
C5H10O2,2-tetrahydrofurylmethanol,118.268,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,R || S,,,,failed:None,False
C5H6O2,2-hydroxymethylfuran,105.409,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,OCc1ccco1,7361.0,furan-2-ylmethanol,ok,True
C5H4O2,2-furaldehyde,92.696,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,O=Cc1ccco1,7362.0,furan-2-carbaldehyde,ok,True
C6H14O,2-methoxy-2-methylbutane,154.423,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,CCC(C)(C)OC,61247.0,2-methoxy-2-methylbutane,ok,True
C7H14,"1-pentene, 2-ethyl-",147.377,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,C=C(CC)CCC,520668.0,3-methylidenehexane,ok,True
C7H10,bicyclo[2.2.1]hept-2-ene,103.747,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,C1=CC2CCC1C2.C1=CC2CCC1C2,140987868.0,bicyclo[2.2.1]hept-2-ene,ok_formula_mismatch:C14H20,True
C7H14,methylcyclohexane,129.756,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,CC1CCCCC1,7962.0,methylcyclohexane,ok,True
C6H14O,3-methyl-3-pentanol,155.862,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,CCC(C)(O)CC,6493.0,3-methylpentan-3-ol,ok,True
C6H14O,hexan-1-ol,147.809,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,CCCCCCO,8103.0,hexan-1-ol,ok,True
C6H14O,dipropyl ether,146.136,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,CCCOCCC,8114.0,1-propoxypropane,ok,True
C4H2O3,maleic anhydride,86.785,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,O=C1C=CC(=O)O1,7923.0,"furan-2,5-dione",ok,True
C5H11N,piperidine,102.7,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,C1CCNCC1,8082.0,piperidine,ok,True
C5H12O,3-methylbutan-1-ol,129.903,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,CC(C)CCO,31260.0,3-methylbutan-1-ol,ok,True
C7H12,bicyclo[2.2.1]heptane,109.679,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,C1CC2CCC1C2,9233.0,bicyclo[2.2.1]heptane,ok,True
C2Cl5F,"1,1,1,2,2-pentachloro-2-fluoroethane",132.367,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,FC(Cl)(Cl)C(Cl)(Cl)Cl,61107.0,"1,1,1,2,2-pentachloro-2-fluoroethane",ok,True
CH2I2,diiodomethane,57.778,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,ICI,6346.0,diiodomethane,ok,True
C6H4Br2,"1,3-dibromobenzene",116.815,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,Brc1cccc(Br)c1,7927.0,"1,3-dibromobenzene",ok,True
C2Cl6,hexachloroethane,137.561,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,ClC(Cl)(Cl)C(Cl)(Cl)Cl,6214.0,"1,1,1,2,2,2-hexachloroethane",ok,True
C18H14,o-terphenyl,244.758,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,c1ccc(-c2ccccc2-c2ccccc2)cc1,6766.0,"1,2-diphenylbenzene",ok,True
C6Cl6,hexachlorobenzene,175.04,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,8370.0,"1,2,3,4,5,6-hexachlorobenzene",ok,True
C6F14,perfluorohexane,280.995,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9639.0,"1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluorohexane",ok,True
C5F12,perfluoropentane,237.397,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12675.0,"1,1,1,2,2,3,3,4,4,5,5,5-dodecafluoropentane",ok,True
C10H12,"1,2,3,4-tetrahydronaphthalene",147.454,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,c1ccc2c(c1)CCCC2,8404.0,"1,2,3,4-tetrahydronaphthalene",ok,True
C6H6O2,"1,2-benzenediol",121.545,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Oc1ccccc1O,289.0,"benzene-1,2-diol",ok,True
C8H16,1-ethyl-1-methylcyclopentane,157.105,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCC1(C)CCCC1,28030.0,1-ethyl-1-methylcyclopentane,ok,True
C8H16,"cis-1,2-dimethylcyclohexane",153.139,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C[C@@H]1CCCC[C@@H]1C,16628.0,"cis-(1S,2R)-1,2-dimethylcyclohexane",ok,True
C8H16,"trans-1,4-dimethylcyclohexane",153.749,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC1CCC(C)CC1,11523.0,"1,4-dimethylcyclohexane",ok,True
C8H12,4-ethenylcyclohexene,136.419,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,R || S,C=CC1CC=CCC1,7499.0,4-ethenylcyclohexene,ok,True
C8H10,ethylbenzene,127.379,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCc1ccccc1,7500.0,ethylbenzene,ok,True
C8H8,styrene,119.455,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C=Cc1ccccc1,7501.0,styrene,ok,True
C7H9N,benzylamine,125.254,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,NCc1ccccc1,7504.0,phenylmethanamine,ok,True
C7H5N,benzonitrile,106.795,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,N#Cc1ccccc1,7505.0,benzonitrile,ok,True
C7H6O,benzaldehyde,109.894,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,O=Cc1ccccc1,240.0,benzaldehyde,ok,True
C6H4N2,3-cyanopyridine,102.482,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,N#Cc1cccnc1,79.0,pyridine-3-carbonitrile,ok,True
C7H9N,N-methylaniline,127.463,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CNc1ccccc1,7515.0,N-methylaniline,ok,True
C6H8N2,phenylhydrazine,124.24,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,NNc1ccccc1,7516.0,phenylhydrazine,ok,True
C7H8O,anisole,120.688,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,COc1ccccc1,7519.0,anisole,ok,True
C8H16,"trans-1,2-dimethylcyclohexane",153.601,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C[C@@H]1CCCC[C@H]1C,23313.0,"trans-(1R,2R)-1,2-dimethylcyclohexane",ok,True
C8H14,bicyclo[2.2.2]octane,128.706,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C1CC2CCC1CC2,9235.0,bicyclo[2.2.2]octane,ok,True
C8H16,cyclooctane,146.863,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C1CCCCCCC1,9266.0,cyclooctane,ok,True
C8H6,1-phenylethyne,115.396,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C#Cc1ccccc1,10821.0,ethynylbenzene,ok,True
C8H18,"2,2,4-trimethylpentane",182.99,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC(C)CC(C)(C)C,10907.0,"2,2,4-trimethylpentane",ok,True
C6H12O2,"1,1-dimethylethyl ethanoate",160.86,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,,,,failed:None,False
C6H12O2,ethyl butanoate,152.334,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCCC(=O)OCC,7762.0,ethyl butanoate,ok,True
C6H11NO,1-aza-2-cycloheptanone,131.536,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,O=C1CCCCCN1,7768.0,azepan-2-one,ok,True
C8H18,"2,3,3-trimethylpentane",183.463,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCC(C)(C)C(C)C,11215.0,"2,3,3-trimethylpentane",ok,True
C8H18,"3,3-dimethylhexane",181.119,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCCC(C)(C)CC,11233.0,"3,3-dimethylhexane",ok,True
C8H18,"2,2,3-trimethylpentane",183.458,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,R || S,CCC(C)C(C)(C)C,11255.0,"2,2,3-trimethylpentane",ok,True
C8H18,"2,3,4-trimethylpentane",181.78,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC(C)C(C)C(C)C,11269.0,"2,3,4-trimethylpentane",ok,True
C7H14O,"2,4-dimethyl-3-pentanone",166.16,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC(C)C(=O)C(C)C,11271.0,"2,4-dimethylpentan-3-one",ok,True
C8H18,"3,4-dimethylhexane",179.555,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,"(R,R) || (S,S)",CCC(C)C(C)CC,11412.0,"3,4-dimethylhexane",ok,True
C8H18,"3,4-dimethylhexane",179.532,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,"(R,S)",CCC(C)C(C)CC,11412.0,"3,4-dimethylhexane",ok,True
C8H16,"1,1-dimethylcyclohexane",154.638,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC1(C)CCCCC1,11549.0,"1,1-dimethylcyclohexane",ok,True
C8H18,"2,2-dimethylhexane",180.823,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCCCC(C)(C)C,11551.0,"2,2-dimethylhexane",ok,True
C8H10,"1,4-dimethylbenzene",133.015,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Cc1ccc(C)cc1,7809.0,"1,4-xylene",ok,True
C7H8O,4-methylphenol,127.252,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Cc1ccc(O)cc1,2879.0,4-methylphenol,ok,True
C8H18,"2,2,3,3-tetramethylbutane",186.819,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC(C)(C)C(C)(C)C,11675.0,"2,2,3,3-tetramethylbutane",ok,True
C6H4O2,"1,4-benzoquinone",106.89,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,O=C1C=CC(=O)C=C1,4650.0,"cyclohexa-2,5-diene-1,4-dione",ok,True
C8H18,3-ethyl-2-methylpentane,179.121,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCC(CC)C(C)C,11863.0,3-ethyl-2-methylpentane,ok,True
C5H4O3,2-methylmaleic anhydride,111.985,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC1=CC(=O)OC1=O,12012.0,"3-methylfuran-2,5-dione",ok,True
C8H8,"1,3,5,7-cyclooctatetraene",121.06,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C1=C\C=C/C=C\C=C/1,637866.0,cyclooctatetraene,ok,True
C8H16,"2,4,4-trimethyl-1-pentene",174.686,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C=C(C)CC(C)(C)C,7868.0,"2,4,4-trimethylpent-1-ene",ok,True
C8H16,"2,4,4-trimethyl-2-pentene",177.796,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC(C)=CC(C)(C)C,7869.0,"2,4,4-trimethylpent-2-ene",ok,True
C8H14,"2,5-dimethyl-2,4-hexadiene",167.519,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC(C)=CC=C(C)C,12992.0,"2,5-dimethylhexa-2,4-diene",ok,True
C8H10,"1,3-dimethylbenzene",133.083,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Cc1cccc(C)c1,7929.0,"1,3-xylene",ok,True
C7H8O,3-methylphenol,127.226,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Cc1cccc(O)c1,342.0,3-methylphenol,ok,True
C6H6O2,"1,3-benzenediol",121.458,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Oc1cccc(O)c1,5054.0,"benzene-1,3-diol",ok,True
C7H9N,"2,6-dimethylpyridine",128.836,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Cc1cccc(C)n1,7937.0,"2,6-dimethylpyridine",ok,True
C8H10,"1,2-dimethylbenzene",132.11,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Cc1ccccc1C,7237.0,"1,2-xylene",ok,True
C7H8O,2-methylphenol,126.9,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Cc1ccccc1O,335.0,2-methylphenol,ok,True
C7H9N,2-methylaniline,131.745,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,Cc1ccccc1N,7242.0,2-methylaniline,ok,True
C4H4O4,"cis-1,4-butenedioic acid",117.076,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,,,,failed:None,False
C6H12O2,2-methylpropyl ethanoate,155.42,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC(=O)OCC(C)C,8038.0,2-methylpropyl acetate,ok,True
C8H16,"cis-1,4-dimethylcyclohexane",153.334,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CC1CCC(C)CC1,11523.0,"1,4-dimethylcyclohexane",ok,True
C8H16,"cis-1,3-dimethylcyclohexane",153.804,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C[C@@H]1CCC[C@H](C)C1,252361.0,"cis-(1R,3S)-1,3-dimethylcyclohexane",ok,True
C6H12O2,ethyl 2-methylpropanoate,154.848,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCOC(=O)C(C)C,7342.0,ethyl 2-methylpropanoate,ok,True
C6H14O2,"1,1-diethoxyethane",163.326,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,CCOC(C)OCC,7765.0,"1,1-diethoxyethane",ok,True
C8H12,"2-methyl-8,9,10-trinorborn-2-ene",128.556,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,R || S,,,,failed:None,False
C8H16,"trans-1,3-dimethylcyclohexane",153.372,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,,C[C@@H]1CCC[C@@H](C)C1,16629.0,"trans-(1R,3R)-1,3-dimethylcyclohexane",ok,True
