name,smiles,group,formula,molecular_weight,rotatable_bonds,heat_capacity,canonical_smiles
varox,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,Thermo_Experimental,C16H34O4,290.444,9,560.83,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C
isobutyl isobutyrate,CC(C)COC(=O)C(C)C,Thermo_Experimental,C8H16O2,144.214,4,273.37,CC(C)COC(=O)C(C)C
propargyl alcohol,C#CCO,Thermo_Experimental,C3H4O,56.064,0,90.97,C#CCO
tert-octylamine,CC(C)(C)CC(C)(C)N,Thermo_Experimental,C8H19N,129.247,2,271.2,CC(C)(C)CC(C)(C)N
biphenyl,c1ccc(-c2ccccc2)cc1,Thermo_Experimental,C12H10,154.212,1,250.17,c1ccc(-c2ccccc2)cc1
"1,3-dibutylurea",CCCCNC(=O)NCCCC,Thermo_Experimental,C9H20N2O,172.272,6,332.47,CCCCNC(=O)NCCCC
trans-stilbene,C(=C/c1ccccc1)\c1ccccc1,Thermo_Experimental,C14H12,180.25,2,294.72,C(=C/c1ccccc1)\c1ccccc1
2-heptanol,CCCCCC(C)O,Thermo_Experimental,C7H16O,116.204,4,237.99,CCCCCC(C)O
"2,4-hexadienal",C/C=C/C=C/C=O,Thermo_Experimental,C6H8O,96.129,2,166.0,C/C=C/C=C/C=O
hexamethyldisilazane,C[Si](C)(C)N[Si](C)(C)C,Thermo_Experimental,C6H19NSi2,161.397,2,298.73,C[Si](C)(C)N[Si](C)(C)C
2-chloroethyl acrylate,C=CC(=O)OCCCl,Thermo_Experimental,C5H7ClO2,134.562,4,181.23,C=CC(=O)OCCCl
4-tert-butylcyclohexanone,CC(C)(C)C1CCC(=O)CC1,Thermo_Experimental,C10H18O,154.253,1,299.81,CC(C)(C)C1CCC(=O)CC1
methyl tetradecanoate,CCCCCCCCCCCCCC(=O)OC,Thermo_Experimental,C15H30O2,242.403,13,499.1,CCCCCCCCCCCCCC(=O)OC
2-octanol,CCCCCCC(C)O,Thermo_Experimental,C8H18O,130.231,5,267.25,CCCCCCC(C)O
propyltrimethoxysilane,CCC[Si](OC)(OC)OC,Thermo_Experimental,C6H16O3Si,164.277,5,286.41,CCC[Si](OC)(OC)OC
dipentylamine,CCCCCNCCCCC,Thermo_Experimental,C10H23N,157.301,8,329.7,CCCCCNCCCCC
2-methylaziridine,CC1CN1,Thermo_Experimental,C3H7N,57.096,0,112.55,CC1CN1
copper(i) iodide,[Cu]I,Thermo_Experimental,CuI,190.45,0,28.77,[Cu][I]
methyl octanoate,CCCCCCCC(=O)OC,Thermo_Experimental,C9H18O2,158.241,7,315.17,CCCCCCCC(=O)OC
dimethoxydimethylsilane,CO[Si](C)(C)OC,Thermo_Experimental,C4H12O2Si,120.224,2,209.4,CO[Si](C)(C)OC
decanal,CCCCCCCCCC=O,Thermo_Experimental,C10H20O,156.269,8,313.16,CCCCCCCCCC=O
decanoic acid,CCCCCCCCCC(=O)O,Thermo_Experimental,C10H20O2,172.268,8,332.46,CCCCCCCCCC(=O)O
ethylene diacrylate,C=CC(=O)OCCOC(=O)C=C,Thermo_Experimental,C8H10O4,170.164,7,256.88,C=CC(=O)OCCOC(=O)C=C
n-methyloctylamine,CCCCCCCCNC,Thermo_Experimental,C9H21N,143.274,7,300.45,CCCCCCCCNC
isopropanol,CC(C)O,Thermo_Experimental,C3H8O,60.096,0,155.17,CC(C)O
tris(hydroxyethyl) isocyanurate,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,Thermo_Experimental,C9H15N3O6,261.234,6,387.54,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO
diisobutylamine,CC(C)CNCC(C)C,Thermo_Experimental,C8H19N,129.247,4,271.2,CC(C)CNCC(C)C
caspan,C[Hg]Cl,Thermo_Experimental,CH3ClHg,251.078,0,84.46,[CH3][Hg][Cl]
"3-methyl-1,2-cyclohexanedione",CC1CCCC(=O)C1=O,Thermo_Experimental,C7H10O2,126.155,0,212.62,CC1CCCC(=O)C1=O
phosphoryl chloride,O=P(Cl)(Cl)Cl,Thermo_Experimental,Cl3OP,153.332,0,69.39,O=P(Cl)(Cl)Cl
methyl 4-methylbenzoate,COC(=O)c1ccc(C)cc1,Thermo_Experimental,C9H10O2,150.177,2,242.63,COC(=O)c1ccc(C)cc1
citiolone,CC(=O)NC1CCSC1=O,Thermo_Experimental,C6H9NO2S,159.21,1,226.15,CC(=O)NC1CCSC1=O
2-butanol,CCC(C)O,Thermo_Experimental,C4H10O,74.123,1,196.77,CCC(C)O
neopentyl glycol,CC(C)(CO)CO,Thermo_Experimental,C5H12O2,104.149,2,198.84,CC(C)(CO)CO
(3-mercaptopropyl)trimethoxysilane,CO[Si](CCCS)(OC)OC,Thermo_Experimental,C6H16O3SSi,196.344,6,310.19,CO[Si](CCCS)(OC)OC
4-methoxy-4-oxobutanoic acid,COC(=O)CCC(=O)O,Thermo_Experimental,C5H8O4,132.115,4,198.73,COC(=O)CCC(=O)O
2-butoxyethanol,CCCCOCCO,Thermo_Experimental,C6H14O2,118.176,5,272.88,CCCCOCCO
eptc,CCCN(CCC)C(=O)SCC,Thermo_Experimental,C9H19NOS,189.324,6,337.62,CCCN(CCC)C(=O)SCC
"1,1-dichloroacetone",CC(=O)C(Cl)Cl,Thermo_Experimental,C3H4Cl2O,126.97,1,128.27,CC(=O)C(Cl)Cl
triethylene glycol monobutyl ether,CCCCOCCOCCOCCO,Thermo_Experimental,C10H22O4,206.282,11,383.24,CCCCOCCOCCOCCO
diethyl malonate,CCOC(=O)CC(=O)OCC,Thermo_Experimental,C7H12O4,160.169,6,299.78,CCOC(=O)CC(=O)OCC
1-nonanol,CCCCCCCCCO,Thermo_Experimental,C9H20O,144.258,7,340.52,CCCCCCCCCO
dihexylamine,CCCCCCNCCCCCC,Thermo_Experimental,C12H27N,185.355,10,388.19,CCCCCCNCCCCCC
bis(2-ethylhexyl) sebacate,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,Thermo_Experimental,C26H50O4,426.682,23,827.99,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
diethyl ethylphosphonate,CCOP(=O)(CC)OCC,Thermo_Experimental,C6H15O3P,166.157,5,279.84,CCOP(=O)(CC)OCC
hydrazine,NN,Thermo_Experimental,H4N2,32.046,0,98.83,NN
methyl carbazate,COC(=O)NN,Thermo_Experimental,C2H6N2O2,90.082,1,139.04,COC(=O)NN
fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Thermo_Experimental,C17H18F3NO,309.331,6,467.02,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
methional,CSCCC=O,Thermo_Experimental,C4H8OS,104.174,3,161.84,CSCCC=O
pivaloyl chloride,CC(C)(C)C(=O)Cl,Thermo_Experimental,C5H9ClO,120.579,1,185.58,CC(C)(C)C(=O)Cl
2-ethylhexyl chloroformate,CCCCC(CC)COC(=O)Cl,Thermo_Experimental,C9H17ClO2,192.686,7,324.59,CCCCC(CC)COC(=O)Cl
"1,2,5,6,9,10-hexabromocyclododecane",BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,Thermo_Experimental,C12H18Br6,641.7,0,480.37,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
ethyl nonanoate,CCCCCCCCC(=O)OCC,Thermo_Experimental,C11H22O2,186.295,9,361.94,CCCCCCCCC(=O)OCC
octanenitrile,CCCCCCCC#N,Thermo_Experimental,C8H15N,125.215,5,246.11,CCCCCCCC#N
ethyl myristate,CCCCCCCCCCCCCC(=O)OCC,Thermo_Experimental,C16H32O2,256.43,14,508.96,CCCCCCCCCCCCCC(=O)OCC
9-decen-1-ol,C=CCCCCCCCCO,Thermo_Experimental,C10H20O,156.269,8,313.16,C=CCCCCCCCCO
hexadecylamine,CCCCCCCCCCCCCCCCN,Thermo_Experimental,C16H35N,241.463,14,505.18,CCCCCCCCCCCCCCCCN
lethane,CCCCOCCOCCSC#N,Thermo_Experimental,C9H17NO2S,203.307,9,337.79,CCCCOCCOCCSC#N
n-methylethanolamine,CNCCO,Thermo_Experimental,C3H9NO,75.111,2,191.76,CNCCO
tert-butyl ethyl ether,CCOC(C)(C)C,Thermo_Experimental,C6H14O,102.177,2,220.27,CCOC(C)(C)C
methyl formate,COC=O,Thermo_Experimental,C2H4O2,60.052,1,92.69,COC=O
diisobutyl adipate,CC(C)COC(=O)CCCCC(=O)OCC(C)C,Thermo_Experimental,C14H26O4,258.358,11,472.63,CC(C)COC(=O)CCCCC(=O)OCC(C)C
perchlorate,[O-][Cl+3]([O-])([O-])[O-],Thermo_Experimental,ClO4-,99.449,0,67.38,[O-][Cl+3]([O-])([O-])[O-]
ethylmethylnitrosamine,CCN(C)N=O,Thermo_Experimental,C3H8N2O,88.11,1,154.02,CCN(C)N=O
1-pentanol,CCCCCO,Thermo_Experimental,C5H12O,88.15,3,208.27,CCCCCO
n-nitrosodipropylamine,CCCN(CCC)N=O,Thermo_Experimental,C6H14N2O,130.191,4,243.72,CCCN(CCC)N=O
tert-butyl acetoacetate,CC(=O)CC(=O)OC(C)(C)C,Thermo_Experimental,C8H14O3,158.197,4,275.53,CC(=O)CC(=O)OC(C)(C)C
triethyl phosphonoacetate,CCOC(=O)CP(=O)(OCC)OCC,Thermo_Experimental,C8H17O5P,224.193,8,355.61,CCOC(=O)CP(=O)(OCC)OCC
pentane,CCCCC,Thermo_Experimental,C5H12,72.151,2,167.12,CCCCC
"1,8-diazabicyclo[5.4.0]undec-7-ene",C1CCC2=NCCCN2CC1,Thermo_Experimental,C9H16N2,152.241,0,285.69,C1CCC2=NCCCN2CC1
n-methyldiethanolamine,CN(CCO)CCO,Thermo_Experimental,C5H13NO2,119.164,4,267.41,CN(CCO)CCO
methylcyclopentane,CC1CCCC1,Thermo_Experimental,C6H12,84.162,0,175.48,CC1CCCC1
"n,n'-methylenebisacrylamide",C=CC(=O)NCNC(=O)C=C,Thermo_Experimental,C7H10N2O2,154.169,4,241.88,C=CC(=O)NCNC(=O)C=C
1-butanethiol,CCCCS,Thermo_Experimental,C4H10S,90.191,2,162.49,CCCCS
dichlormid,C=CCN(CC=C)C(=O)C(Cl)Cl,Thermo_Experimental,C8H11Cl2NO,208.088,5,278.38,C=CCN(CC=C)C(=O)C(Cl)Cl
1-hexadecanol,CCCCCCCCCCCCCCCCO,Thermo_Experimental,C16H34O,242.447,14,577.53,CCCCCCCCCCCCCCCCO
"1,4-dithiane",C1CSCCS1,Thermo_Experimental,C4H8S2,120.242,0,167.57,C1CSCCS1
octamethyltrisiloxane,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,Thermo_Experimental,C8H24O2Si3,236.536,4,421.72,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
di(trimethylolpropane),CCC(CO)(CO)COCC(CC)(CO)CO,Thermo_Experimental,C12H26O5,250.335,10,460.45,CCC(CO)(CO)COCC(CC)(CO)CO
butanediol dimethacrylate,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,Thermo_Experimental,C12H18O4,226.272,9,380.74,C=C(C)C(=O)OCCCCOC(=O)C(=C)C
"n,n-diethyldodecanamide",CCCCCCCCCCCC(=O)N(CC)CC,Thermo_Experimental,C16H33NO,255.446,12,513.72,CCCCCCCCCCCC(=O)N(CC)CC
2212-32-0,CN(C)CCN(C)CCO,Thermo_Experimental,C7H18N2O,146.234,5,287.26,CN(C)CCN(C)CCO
triethyl phosphate,CCOP(=O)(OCC)OCC,Thermo_Experimental,C6H15O4P,182.156,6,295.61,CCOP(=O)(OCC)OCC
"3-acetyl-6-methyl-2h-pyran-2,4(3h)-dione",CC(=O)C1C(=O)C=C(C)OC1=O,Thermo_Experimental,C8H8O4,168.148,1,238.24,CC(=O)C1C(=O)C=C(C)OC1=O
phorate,CCOP(=S)(OCC)SCSCC,Thermo_Experimental,C7H17O2PS3,260.386,8,359.9,CCOP(=S)(OCC)SCSCC
1-ethoxy-2-propanol,CCOCC(C)O,Thermo_Experimental,C5H12O2,104.149,3,198.84,CCOCC(C)O
"n,n-dimethyl-1,3-propanediamine",CN(C)CCCN,Thermo_Experimental,C5H14N2,102.181,3,208.72,CN(C)CCCN
1-methyl-2-pyrrolidinone,CN1CCCC1=O,Thermo_Experimental,C5H9NO,99.133,0,175.11,CN1CCCC1=O
2-(diisopropylamino)ethanol,CC(C)N(CCO)C(C)C,Thermo_Experimental,C8H19NO,145.246,4,344.57,CC(C)N(CCO)C(C)C
methyl ethyl ketoxime,CCC(C)=NO,Thermo_Experimental,C4H9NO,87.122,1,160.48,CCC(C)=NO
3-pentanone,CCC(=O)CC,Thermo_Experimental,C5H10O,86.134,2,166.23,CCC(=O)CC
3-methylhexane,CCCC(C)CC,Thermo_Experimental,C7H16,100.205,3,216.02,CCCC(C)CC
2-propoxyethanol,CCCOCCO,Thermo_Experimental,C5H12O2,104.149,4,198.84,CCCOCCO
methyl 3-mercaptopropionate,COC(=O)CCS,Thermo_Experimental,C4H8O2S,120.173,3,176.67,COC(=O)CCS
methyl 2-nonynoate,CCCCCCC#CC(=O)OC,Thermo_Experimental,C10H16O2,168.236,5,303.23,CCCCCCC#CC(=O)OC
hexyl octanoate,CCCCCCCC(=O)OCCCCCC,Thermo_Experimental,C14H28O2,228.376,12,450.21,CCCCCCCC(=O)OCCCCCC
sorbic alcohol,C/C=C/C=C/CO,Thermo_Experimental,C6H10O,98.145,2,181.48,C/C=C/C=C/CO
1-bromotridecane,CCCCCCCCCCCCCBr,Thermo_Experimental,C13H27Br,263.263,11,454.01,CCCCCCCCCCCCCBr
pentyl valerate,CCCCCOC(=O)CCCC,Thermo_Experimental,C10H20O2,172.268,8,332.46,CCCCCOC(=O)CCCC
nonanoyl chloride,CCCCCCCCC(=O)Cl,Thermo_Experimental,C9H17ClO,176.687,7,308.31,CCCCCCCCC(=O)Cl
n-methylpyrrolidine,CN1CCCC1,Thermo_Experimental,C5H11N,85.15,0,171.24,CN1CCCC1
"2,4-hexadienyl isobutyrate",CC=CC=CCOC(=O)C(C)C,Thermo_Experimental,C10H16O2,168.236,5,303.23,CC=CC=CCOC(=O)C(C)C
icaridin,CCC(C)OC(=O)N1CCCCC1CCO,Thermo_Experimental,C12H23NO3,229.32,5,419.13,CCC(C)OC(=O)N1CCCCC1CCO
gamma-nonalactone,CCCCCC1CCC(=O)O1,Thermo_Experimental,C9H16O2,156.225,4,288.47,CCCCCC1CCC(=O)O1
tert-butylamine,CC(C)(C)N,Thermo_Experimental,C4H11N,73.139,0,154.2,CC(C)(C)N
10-undecenal,C=CCCCCCCCCC=O,Thermo_Experimental,C11H20O,168.28,9,329.25,C=CCCCCCCCCC=O
dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,Thermo_Experimental,C4H7Cl2O4P,220.976,4,229.79,COP(=O)(OC)OC=C(Cl)Cl
"n,n-dimethylisopropylamine",CC(C)N(C)C,Thermo_Experimental,C5H13N,87.166,1,183.45,CC(C)N(C)C
"n,n-dimethyldipropylenetriamine",CN(C)CCCNCCCN,Thermo_Experimental,C8H21N3,159.277,7,321.42,CN(C)CCCNCCCN
dimethyl sulfate,COS(=O)(=O)OC,Thermo_Experimental,C2H6O4S,126.133,2,159.56,COS(=O)(=O)OC
dimethylamine,CNC,Thermo_Experimental,C2H7N,45.085,0,95.68,CNC
2-ethylhexyl stearate,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,Thermo_Experimental,C26H52O2,396.7,23,802.16,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC
isocetyl stearate,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,Thermo_Experimental,C34H68O2,508.916,31,1036.43,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C
oxazolidine e,CCC12COCN1COC2,Thermo_Experimental,C7H13NO2,143.186,1,252.13,CCC12COCN1COC2
butoctamide semisuccinate,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,Thermo_Experimental,C16H29NO5,315.41,13,557.83,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O
trans-cinnamaldehyde,O=C/C=C/c1ccccc1,Thermo_Experimental,C9H8O,132.162,2,207.34,O=C/C=C/c1ccccc1
"dimethyl 3,3'-thiodipropionate",COC(=O)CCSCCC(=O)OC,Thermo_Experimental,C8H14O4S,206.263,8,314.26,COC(=O)CCSCCC(=O)OC
3-chloropivaloyl chloride,CC(C)(CCl)C(=O)Cl,Thermo_Experimental,C5H8Cl2O,155.024,2,196.32,CC(C)(CCl)C(=O)Cl
gamma-heptalactone,CCCC1CCC(=O)O1,Thermo_Experimental,C7H12O2,128.171,2,228.66,CCCC1CCC(=O)O1
gamma-valerolactone,CC1CCC(=O)O1,Thermo_Experimental,C5H8O2,100.117,0,168.12,CC1CCC(=O)O1
4-methyl-2-pentanol,CC(C)CC(C)O,Thermo_Experimental,C6H14O,102.177,2,208.72,CC(C)CC(C)O
propylene carbonate,CC1COC(=O)O1,Thermo_Experimental,C4H6O3,102.089,0,166.73,CC1COC(=O)O1
triisobutyl phosphate,CC(C)COP(=O)(OCC(C)C)OCC(C)C,Thermo_Experimental,C12H27O4P,266.318,9,477.73,CC(C)COP(=O)(OCC(C)C)OCC(C)C
hydroxypivalyl hydroxypivalate,CC(C)(CO)COC(=O)C(C)(C)CO,Thermo_Experimental,C10H20O4,204.266,6,368.2,CC(C)(CO)COC(=O)C(C)(C)CO
heptamethyleneimine,C1CCCNCCC1,Thermo_Experimental,C7H15N,113.204,0,229.83,C1CCCNCCC1
bis(2-ethylhexyl) maleate,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,Thermo_Experimental,C20H36O4,340.504,16,636.42,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC
allylacetic acid,C=CCCC(=O)O,Thermo_Experimental,C5H8O2,100.117,3,168.12,C=CCCC(=O)O
methyl isocyanate,CN=C=O,Thermo_Experimental,C2H3NO,57.052,0,82.78,CN=C=O
"n,n'-diethylthiourea",CCNC(=S)NCC,Thermo_Experimental,C5H12N2S,132.232,2,223.51,CCNC(=S)NCC
diethyl maleate,CCOC(=O)/C=C\C(=O)OCC,Thermo_Experimental,C8H12O4,172.18,6,274.7,CCOC(=O)/C=C\C(=O)OCC
2-methyl-2-propanethiol,CC(C)(C)S,Thermo_Experimental,C4H10S,90.191,0,162.49,CC(C)(C)S
oleic acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,Thermo_Experimental,C18H34O2,282.468,15,548.92,CCCCCCCC/C=C\CCCCCCCC(=O)O
1-(1-butoxy-2-propoxy)-2-propanol,CCCCOCC(C)OCC(C)O,Thermo_Experimental,C10H22O3,190.283,8,365.08,CCCCOCC(C)OCC(C)O
"trans-1,2-dichloroethylene",Cl/C=C/Cl,Thermo_Experimental,C2H2Cl2,96.944,0,79.27,Cl/C=C/Cl
"cis-1,2-dichloroethene",Cl/C=C\Cl,Thermo_Experimental,C2H2Cl2,96.944,0,79.27,Cl/C=C\Cl
trimethoxymethane,COC(OC)OC,Thermo_Experimental,C4H10O3,106.121,3,186.52,COC(OC)OC
citronellyl butyrate,CCCC(=O)OCCC(C)CCC=C(C)C,Thermo_Experimental,C14H26O2,226.36,9,436.56,CCCC(=O)OCCC(C)CCC=C(C)C
1-(4-fluorophenyl)-4-oxocyclohexanecarbonitrile,N#CC1(c2ccc(F)cc2)CCC(=O)CC1,Thermo_Experimental,C13H12FNO,217.243,1,327.19,N#CC1(c2ccc(F)cc2)CCC(=O)CC1
"butanoic acid, 2-butoxy-1-methyl-2-oxoethyl ester",CCCCOC(=O)C(C)OC(=O)CCC,Thermo_Experimental,C11H20O4,216.277,9,382.71,CCCCOC(=O)C(C)OC(=O)CCC
n-vinyl-2-pyrrolidone,C=CN1CCCC1=O,Thermo_Experimental,C6H9NO,111.144,1,195.19,C=CN1CCCC1=O
cyclododecane,C1CCCCCCCCCCC1,Thermo_Experimental,C12H24,168.324,0,326.09,C1CCCCCCCCCCC1
isoamyl nitrite,CC(C)CCON=O,Thermo_Experimental,C5H11NO2,117.148,3,207.6,CC(C)CCON=O
1-bromotetradecane,CCCCCCCCCCCCCCBr,Thermo_Experimental,C14H29Br,277.29,12,484.28,CCCCCCCCCCCCCCBr
molybdenum trioxide,O=[Mo](=O)=O,Thermo_Experimental,MoO3,143.937,0,126.95,[O]=[Mo](=[O])=[O]
bis(2-ethylhexyl) hydrogen phosphate,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,Thermo_Experimental,C16H35O4P,322.426,14,597.22,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
dibutyl adipate,CCCCOC(=O)CCCCC(=O)OCCCC,Thermo_Experimental,C14H26O4,258.358,13,456.49,CCCCOC(=O)CCCCC(=O)OCCCC
"2,4-dimethylphenol",Cc1ccc(O)c(C)c1,Thermo_Experimental,C8H10O,122.167,0,210.49,Cc1ccc(O)c(C)c1
chromium(iii) oxide,O=[Cr]O[Cr]=O,Thermo_Experimental,Cr2O3,151.989,0,156.9,[O]=[Cr][O][Cr]=[O]
lactide,CC1OC(=O)C(C)OC1=O,Thermo_Experimental,C6H8O4,144.126,0,211.97,CC1OC(=O)C(C)OC1=O
triglyme,COCCOCCOCCOC,Thermo_Experimental,C8H18O4,178.228,9,368.04,COCCOCCOCCOC
sulfonethylmethane,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,Thermo_Experimental,C8H18O4S2,242.362,5,371.63,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC
palmitoylethanolamide,CCCCCCCCCCCCCCCC(=O)NCCO,Thermo_Experimental,C18H37NO2,299.499,16,592.15,CCCCCCCCCCCCCCCC(=O)NCCO
delta-undecalactone,CCCCCCC1CCCC(=O)O1,Thermo_Experimental,C11H20O2,184.279,5,347.88,CCCCCCC1CCCC(=O)O1
piperazine,C1CNCCN1,Thermo_Experimental,C4H10N2,86.138,0,168.82,C1CNCCN1
methyl 2-octynoate,CCCCCC#CC(=O)OC,Thermo_Experimental,C9H14O2,154.209,4,273.2,CCCCCC#CC(=O)OC
sorbic acid,C/C=C/C=C/C(=O)O,Thermo_Experimental,C6H8O2,112.128,2,181.93,C/C=C/C=C/C(=O)O
dimethyltin dichloride,C[Sn](C)(Cl)Cl,Thermo_Experimental,C2H6Cl2Sn,219.687,0,148.29,[CH3][Sn]([CH3])([Cl])[Cl]
2-ethylhexanoyl chloride,CCCCC(CC)C(=O)Cl,Thermo_Experimental,C8H15ClO,162.66,5,278.0,CCCCC(CC)C(=O)Cl
ethyl 3-ethoxypropionate,CCOCCC(=O)OCC,Thermo_Experimental,C7H14O3,146.186,6,261.15,CCOCCC(=O)OCC
pivalic acid,CC(C)(C)C(=O)O,Thermo_Experimental,C5H10O2,102.133,1,194.55,CC(C)(C)C(=O)O
2-methyl-2-nitropropan-1-ol,CC(C)(CO)[N+](=O)[O-],Thermo_Experimental,C4H9NO3,119.12,1,193.29,CC(C)(CO)[N+](=O)[O-]
